run_id,assignment_id,assignment_title,created_at,status,error,model_name,duration_ms,prompt_tokens,completion_tokens,total_tokens,llm_calls,plan_goal,plan_step_count,user_message,tool_call_count,tools_used,failed_tool_count,step_count,feedback_rating,feedback_comment,failure_category,failure_subcategory,coder_notes
a4808b4c-f486-4d41-b077-2e5aded5ffa6,b2a08c59-6651-4ec8-ba00-0f7d1694ea4d,eval-q01,06:48.9,completed,,qwen3.5:2b,45792,12505,424,12929,4,Create an execution plan for the conversation,2,Search for the weather in Paris.,2,http_request,0,5,positive,,,,
63a8a148-f5eb-4934-8858-8a0d9047c18a,53726198-eaf8-463d-9b8e-9d524889c234,What time is it in Tokyo?,01:28.2,completed,,qwen3.5:2b,27928,8132,143,8275,3,Create an execution plan for the conversation,1,What time is it in Tokyo?,1,time_date,0,4,positive,,,,
ce2f416b-051d-456e-8d21-ba525b2626aa,9f4e13d3-bce5-471a-a8d8-d96cb2314193,"CLI 3/23/2026, 10:31:47 AM",32:17.3,completed,,qwen3.5:2b,187832,18119,543,18662,5,Create a Python function to sort a list,1,Write me a Python function to sort a list.,3,bash; echo; text_extract,1,6,positive,,,,
d607b170-daa8-4b47-a2c1-0ab405aa9f5d,d9266e0a-4075-40d7-9ddb-5de37614b206,Summarize the history of the internet in 3 bullet ...,15:41.3,completed,,qwen3.5:2b,31839,4771,245,5016,2,Create an execution plan for the conversation,1,Summarize the history of the internet in 3 bullet points.,0,,0,3,positive,,,,
fec2f0f7-35d2-4262-b159-b00400adc14c,b6b976fb-d21f-415e-b9f4-73aab7ee6dff,"Search for the speed of light in km/s, then calcul...",13:14.4,completed,,qwen3.5:2b,60615,16765,576,17341,5,Calculate the speed of light and the distance light travels in 10 minutes,2,"Search for the speed of light in km/s, then calculate howfar light travels in 10 minutes.",3,calculator; web_search,0,6,positive,,,,
eaca53a9-a216-474f-b648-d65a6ef6bcc5,f3a8a154-75e6-4271-af17-679ce9e5668b,What is today’s date? Then tell me what date it wi...,11:20.3,completed,,qwen3.5:2b,33811,11717,233,11950,4,Determine today's date and calculate the date 90 days from now,1,What is today’s date? Then tell me what date it will bein 90 days.,2,time_date,0,5,positive,,,,
65d85bec-2ff0-428c-99ef-8706ce3a6971,f69c44ef-a7b3-4e7b-9e47-dbf9b975af74,"How long is the drive between Montreal, QC and New...",10:16.5,completed,,qwen3.5:2b,51171,19643,431,20074,6,"Calculate the driving time between Montreal, QC and New York City, NY",3,"How long is the drive between Montreal, QC and NewYork City, NY?",4,http_request; web_search,0,7,positive,,,,
214f8cbb-bed4-449c-a785-f90c8c8ad5b8,869fa049-a65a-45e6-ae62-28e2f5c971f8,How many days until Christmas?,09:30.6,completed,,qwen3.5:2b,21951,8094,155,8249,3,Calculate the number of days until Christmas,1,How many days until Christmas?,1,time_date,0,4,positive,,,,
3b243aaf-7090-4d1c-a55d-b7a30ca7d14d,4beed8b6-2e96-4e5c-a21b-9d01e1b581b1,"What day of the week will January 1st, 2027 fall o...",08:45.3,completed,,qwen3.5:2b,29038,8181,152,8333,3,"Determine the day of the week for January 1st, 2027",1,"What day of the week will January 1st, 2027 fall on?",1,time_date,0,4,positive,,,,
7b189564-8004-4aba-a974-cbe13e0f4669,2bcfa655-c815-4a5c-bf33-8f4d9551e5ea,What time is it right now in London?,08:01.9,completed,,qwen3.5:2b,21652,8078,145,8223,3,Get current time in London and create an execution plan,1,What time is it right now in London?,1,time_date,0,4,positive,,,,
73fa128b-6606-430a-b6b5-845813c4bef0,c629bd5a-a101-469b-88d8-49703ca741b5,What time is it in Tokyo?,07:11.7,completed,,qwen3.5:2b,27544,8099,140,8239,3,Create an execution plan for the conversation,1,What time is it in Tokyo?,1,time_date,0,4,positive,,,,
00a40df1-73fe-47ac-9f0f-ea2138c1fcd7,a7bc67c2-d2d6-4af5-b076-be9a396dbb10,"If I invest $1,000 at 5% annual interest for 10 ye...",05:11.5,completed,,qwen3.5:2b,29040,8231,286,8517,3,"Calculate the final amount after 10 years with $1,000 investment at 5% annual interest",1,"If I invest $1,000 at 5% annual interest for 10 years, whatis the final amount?",1,calculator,0,4,negative,Planning and methodology was good but the math answer is wrong.,T,T-NE,
c7a35159-9218-4a96-b523-7bb81aec37ef,59a0938d-29fd-4bee-8d56-33ca84fa8628,"What is the square root of 144, divided by 3?",04:10.6,completed,,qwen3.5:2b,26800,11586,223,11809,4,"Calculate the square root of 144, divide by 3, and display the result",3,"What is the square root of 144, divided by 3?",2,calculator,0,5,positive,,,,
29d6743a-5780-41f1-832d-477de02690ce,167acbd4-ca01-4329-923f-0b53500ecd3e,What is 15% of 847?,03:29.6,completed,,qwen3.5:2b,26520,8062,108,8170,3,Calculate 15% of 847,1,What is 15% of 847?,1,calculator,0,4,positive,,,,
a0d30759-e970-4099-8a96-cfa44d33d434,638c339c-773e-4f2a-a040-8b1e9259cacd,"What is 2+2, then multiply that by 3",02:02.5,completed,,qwen3.5:2b,36316,7820,81,7901,3,Create an execution plan for the conversation,1,Add 10 to it.,1,calculator,0,4,positive,,,,
ef6d0171-04b6-4c11-b59b-1f26a5047a96,638c339c-773e-4f2a-a040-8b1e9259cacd,"What is 2+2, then multiply that by 3",01:23.1,completed,,qwen3.5:2b,31462,11477,193,11670,4,"Calculate 2+2, then multiply the result by 3",2,"What is 2+2, then multiply that by 3",2,calculator,0,5,positive,,,,
86b10382-8e74-46de-9880-8b00b3f07c73,8cad2b7e-f27f-4163-8c34-4c0f9035dba2,What is the current stock price of Apple?,59:59.3,completed,,qwen3.5:2b,40365,8152,257,8409,3,Retrieve the current stock price of Apple,1,What is the current stock price of Apple?,1,web_search,0,4,negative,Should have been doing web search and the search failed.,P,P-WT,
ad89a12f-3cbc-4ce0-9a24-8d8f0b342c21,0f6d34d9-f26b-44da-a5fa-4cdca4941750,What is the population of Tokyo?,58:30.5,completed,,qwen3.5:2b,28328,8003,161,8164,3,Retrieve Tokyo's population from memory,1,What is the population of Tokyo?,1,memory_search,0,4,negative,Search memories but should have been going to the web.,P,P-WT,
d5ed9855-c193-4d85-a974-a39409bec387,83e29d19-3efb-4763-be39-cad89ad0e355,What is the capital city of Australia?,57:25.5,completed,,qwen3.5:2b,39631,11985,343,12328,4,Retrieve the capital city of Australia,3,What is the capital city of Australia?,2,http_request,0,5,positive,,,,
254b88d0-78fd-4d4b-b939-f35ba36ecaf8,33242f69-52e6-40b7-bae7-d1248b6c4f78,Who is the current Prime Minister of Canada?,56:02.9,completed,,qwen3.5:2b,42993,12459,311,12770,4,Identify the current Prime Minister of Canada,1,Who is the current Prime Minister of Canada?,2,web_search,0,5,positive,,,,
543262ee-0ad2-4388-8495-7416d205b5fb,694e914e-050d-4e90-83c2-754d8c85d157,Search for the weather in Paris,54:55.6,completed,,qwen3.5:2b,46150,12432,396,12828,4,Create an execution plan for the conversation,2,Search for the weather in Paris,2,http_request,0,5,positive,,,,
5a3ec3df-d798-40b5-bfd6-dc7d59d99d52,af9e858f-e6d7-4fcd-86a3-afa3a6e0cc09,"What day of the week will January 1st, 2027 fall o...",13:17.4,completed,,qwen3.5:2b,32512,8233,239,8472,3,"Determine the day of the week for January 1st, 2027",1,"What day of the week will January 1st, 2027 fall on?",1,time_date,0,4,negative,"Incorrect, incorrect use of the tool",T,T-EX,
