run_id,assignment_id,assignment_title,created_at,status,error,model_name,duration_ms,prompt_tokens,completion_tokens,total_tokens,llm_calls,plan_goal,plan_step_count,user_message,tool_call_count,tools_used,failed_tool_count,step_count,feedback_rating,feedback_comment,failure_category,failure_subcategory,coder_notes
98201182-218c-4f96-bff6-63fe2ee9598a,c73d8bca-d6c7-43f9-be7e-f5035487fef8,"If I invest $1,000 at 5% annual interest for 10 ye...",44:26.4,completed,,qwen3.5:2b,44811,26413,462,26875,8,Calculate final investment amount and create an execution plan,2,"If I invest $1,000 at 5% annual interest for 10 years, whatis the final amount?",6,calculator,0,9,negative,Tool error out,T,T-TO,
9ee813c1-4df8-4a6f-91c7-045cdc1b2baf,7bb887be-75e3-4f30-87fa-0a5161b89f41,"What is the square root of 144, divided by 3?",43:42.6,completed,,qwen3.5:2b,25349,11464,188,11652,4,"Calculate the square root of 144, divide by 3, and provide the result",2,"What is the square root of 144, divided by 3?",2,calculator,0,5,positive,,,,
b3f9f647-0336-4ddc-9ca5-19a0b8768275,c0bc9ea2-f5e5-4e8b-8a29-6e646ca7091d,What is 15% of 847?,42:38.5,completed,,qwen3.5:2b,27093,8023,115,8138,3,Calculate 15% of 847,1,What is 15% of 847?,1,calculator,0,4,positive,,,,
cdd4237c-25af-4f20-ba9c-9d3fd65f570a,711b1fb9-c584-4251-9c3d-74cbb60f15bc,"What is 2+2, then multiply that by 3",41:41.3,completed,,qwen3.5:2b,38708,4653,121,4774,2,Create an execution plan for the conversation,1,Add 10 to it.,0,,0,3,positive,,,,
cabbf0c5-8b70-4f0d-898a-b947c1e59fbb,711b1fb9-c584-4251-9c3d-74cbb60f15bc,"What is 2+2, then multiply that by 3",40:58.1,completed,,qwen3.5:2b,35988,11694,277,11971,4,"Calculate 2+2, multiply by 3, and create an execution plan",3,"What is 2+2, then multiply that by 3",2,calculator,0,5,positive,,,,
35ddafe4-8c74-417b-b205-c6c4fde42a11,4554f368-4881-4e8c-aeb8-1f13128c2d59,What is the current stock price of Apple?,39:36.2,completed,,qwen3.5:2b,41541,11621,246,11867,4,Retrieve current stock price of Apple,1,What is the current stock price of Apple?,2,http_request; web_search,0,5,negative,"Wrong API tool, unable to call tool.",P,P-WT,
34b1ac88-9266-4f17-8f15-9c9f3d6e9cf2,8d5ef279-ca2b-4007-8752-09f542a33ac7,What is the population of Tokyo?,35:08.5,completed,,qwen3.5:2b,203389,34286,3098,37384,10,Retrieve Tokyo population and create an execution plan,3,What is the population of Tokyo?,7,fetch_page; memory_search; time_date; web_search,0,10,negative,Very big and good paragraph around the question without answering the question!,U,U-IN,
5c8b0f9f-7567-4136-a9e2-cbfef53770ca,eef7eecb-5a00-4d07-b781-2b9f5c45b027,What is the capital city of Australia?,32:37.1,completed,,qwen3.5:2b,121935,39012,826,39838,11,Retrieve the capital city of Australia,2,What is the capital city of Australia?,9,http_request; memory_search; time_date; web_search,0,12,positive,,,,
02d479a7-7ac7-4cdf-b869-fb6a7fb0b0b2,28ac0326-cf1e-44a1-bd13-5676564dbbdd,Who is the current Prime Minister of Canada?,29:43.0,completed,,qwen3.5:2b,25410,8085,81,8166,3,Identify the current Prime Minister of Canada,1,Who is the current Prime Minister of Canada?,1,memory_search,0,4,negative,"Wrong, didn't get the latest one!",M,M-HL,
13258f03-416d-4ee7-a19f-b087966c61da,cd35e0a5-1ca4-4289-8db7-6393b1170cc6,Search for the weather in Paris,26:55.6,completed,,qwen3.5:2b,49459,12407,456,12863,4,Create an execution plan for the conversation,3,Search for the weather in Paris,2,http_request,0,5,positive,,,,
